t,x,y,speed,lat_err,line0_err,line1_err,steer_angle
1.9500000476837158,6.00075101852417,6.000136375427246,0.0005850869358688784,-0.0024003982543945312,-1.5,8.5,0.0
1.9500000476837158,6.000726222991943,6.000136852264404,0.006174557820248596,-0.0024003982543945312,-1.5,8.5,0.0
1.9700000286102295,6.000542163848877,6.000129699707031,0.018891720135008068,0.019240379333496094,-1.5,9.0,-7.499992847442627
1.9800000190734863,6.000133037567139,6.000136375427246,0.04106347813671264,0.01929950714111328,-1.5,9.0,-10.241032210615769
1.9900000095367432,5.999512672424316,6.000168800354004,0.062376975713625986,0.019264698028564453,-1.5,8.5,-9.284257556828063
2.0,5.998666286468506,6.000226020812988,0.08567871938983844,0.019328594207763672,-1.5,9.0,-10.303259505236054
2.0,5.997603416442871,6.000288009643555,0.10660045211708272,0.019328594207763672,-1.5,9.0,-7.499992847442627
2.0199999809265137,5.996318340301514,6.000340938568115,0.128624162767133,0.019083499908447266,-1.5,9.0,-8.316277288939794
2.0299999713897705,5.994815826416016,6.000423908233643,0.15050726140656778,0.01877450942993164,-1.5,9.5,-6.297346983043926
2.0299999713897705,5.993097305297852,6.000506401062012,0.17205603626237836,0.01877450942993164,-1.5,9.5,-7.499992847442627
2.049999952316284,5.99114990234375,6.000558853149414,0.1949902610052494,0.018294811248779297,-1.5,10.0,-6.748912431246573
2.059999942779541,5.988994598388672,6.000649929046631,0.21582497144875679,0.017880916595458984,-1.0,10.0,-4.801507817315597
2.069999933242798,5.986617565155029,6.000772476196289,0.2380396037882301,0.017625808715820312,-1.0,10.5,-6.26182312862279
2.069999933242798,5.984023094177246,6.000939846038818,0.2599877693034958,0.017625808715820312,-1.0,10.5,-7.499992847442627
2.0899999141693115,5.981208324432373,6.001127243041992,0.28235137130837445,0.01660776138305664,-0.5,11.0,-3.213639173277361
2.0999999046325684,5.978172302246094,6.0013556480407715,0.3046215443269268,0.01605367660522461,-0.5,11.5,-3.7499964237213135
2.109999895095825,5.974925518035889,6.001579284667969,0.3256941585316171,0.01605367660522461,-0.5,11.5,-7.499992847442627
2.109999895095825,5.971458435058594,6.0018110275268555,0.3476070133159688,0.015506267547607422,,11.5,-7.499992847442627
2.130000114440918,5.967771053314209,6.002062797546387,0.36992441575532253,0.01407766342163086,,11.5,8.940696716308594e-05
2.130000114440918,5.9638671875,6.002368927001953,0.39158594871480074,0.01407766342163086,0.5,12.0,8.940696716308594e-05
2.140000104904175,5.959751605987549,6.002694129943848,0.4128492495997522,0.013312339782714844,0.5,12.5,0.9970737965046776
2.1600000858306885,5.955409526824951,6.003021240234375,0.43546748962817616,0.011612415313720703,1.0,12.5,2.693422793989612
2.1600000858306885,5.950848579406738,6.003300189971924,0.45702824255624874,0.011612415313720703,1.0,13.0,8.940696716308594e-05
2.180000066757202,5.9460577964782715,6.003569602966309,0.47986990250072237,0.010059833526611328,1.5,13.5,2.7329995755351444
2.190000057220459,5.941043376922607,6.003807544708252,0.5020100664718735,0.009378910064697266,1.5,13.5,2.119786080590356
2.200000047683716,5.935812473297119,6.004017353057861,0.52360978375082,0.008762836456298828,1.5,14.0,1.779323731176338
2.2100000381469727,5.93036413192749,6.004218101501465,0.5452364308567972,0.00823831558227539,2.0,14.5,1.1260559513223098
2.2200000286102295,5.924688339233398,6.004426956176758,0.5679697334085856,0.007695674896240234,2.0,14.5,1.578574587261234
2.2300000190734863,5.918796062469482,6.0046563148498535,0.5896750999576893,0.007264137268066406,2.0,15.5,0.6833117631725285
2.240000009536743,5.912686347961426,6.004904747009277,0.6114843592256118,0.006700992584228516,2.5,15.5,2.2809559168359836
2.25,5.9063568115234375,6.0051727294921875,0.6335366095366158,0.0062618255615234375,2.5,16.5,1.2607616345161583
2.259999990463257,5.899808406829834,6.005467414855957,0.6555093297385977,0.005672454833984375,2.5,16.5,3.0574854790810546
2.2699999809265137,5.893036842346191,6.005712032318115,0.677607164163844,0.0052204132080078125,2.5,16.5,1.9102139667707165
2.2699999809265137,5.886050701141357,6.005948066711426,0.6990138484329882,0.0052204132080078125,3.0,17.5,8.940696716308594e-05
2.2899999618530273,5.878837585449219,6.0061540603637695,0.7216063766735499,0.004384040832519531,3.0,18.0,1.989845449319711
2.299999952316284,5.8714070320129395,6.006363868713379,0.7433599936236516,0.003911495208740234,3.0,18.5,2.7697131399733967
2.309999942779541,5.863755226135254,6.0066118240356445,0.7655951075897266,0.0035457611083984375,3.0,19.0,1.884463937134258
2.319999933242798,5.855884552001953,6.006858825683594,0.7874551455318171,0.00304412841796875,3.5,19.5,3.494267479259194
2.3299999237060547,5.84779691696167,6.007128715515137,0.8092314216541769,0.0025644302368164062,3.5,20.5,3.514771267877947
2.3399999141693115,5.8394904136657715,6.007386684417725,0.8310524795357133,0.0019593238830566406,3.5,21.5,3.7500858306884766
2.3499999046325684,5.830969333648682,6.007595539093018,0.8523744609479038,0.0014643669128417969,3.5,21.5,4.217390966009543
2.359999895095825,5.822218418121338,6.007763862609863,0.8752539401086693,0.0011048316955566406,3.5,22.0,3.042939753871538
2.369999885559082,5.813244819641113,6.0079216957092285,0.89750518004954,0.0008459091186523438,3.5,22.5,2.166273678997267
2.380000114440918,5.804059028625488,6.008018493652344,0.9186367620459279,0.0006175041198730469,3.5,23.5,1.9752456512975027
2.390000104904175,5.794655799865723,6.0080790519714355,0.9403714919920511,0.0005254745483398438,3.5,23.5,0.6575593188253336
2.4000000953674316,5.785030841827393,6.00811243057251,0.9625018595146466,0.0005431175231933594,3.5,24.5,8.940696716308594e-05
