t,x,y,speed,lat_err,line0_err,line1_err,steer_angle
2.2300000190734863,6.001185417175293,5.999917030334473,0.004576644689809015,-0.0032491683959960938,-1.5,8.5,0.0
2.240000009536743,6.0010271072387695,5.999916076660156,0.01729988256098337,0.01918649673461914,-1.5,9.0,-3.7499964237213135
2.25,6.000649452209473,5.999948978424072,0.03991225330347888,0.019171714782714844,-1.5,9.0,-7.499992847442627
2.259999990463257,6.00005578994751,5.9999680519104,0.060040229908775375,0.019175052642822266,-1.5,9.0,-9.637594270770979
2.2699999809265137,5.99924373626709,5.999968528747559,0.08124240355437677,0.019148826599121094,-1.5,9.5,-9.181022268876047
2.2799999713897705,5.998211860656738,5.999999046325684,0.10331363875686934,0.019073009490966797,-1.5,9.5,-8.39924703859548
2.2899999618530273,5.9969587326049805,6.000069618225098,0.12561262042934124,0.018965721130371094,-1.5,9.5,-7.873533621476227
2.299999952316284,5.995485782623291,6.000158309936523,0.14756197061251436,0.018787384033203125,-1.5,9.5,-6.718633007946959
2.309999942779541,5.9937944412231445,6.000269889831543,0.16951887115671163,0.01853179931640625,-1.5,10.0,-5.432125250077812
2.319999933242798,5.991883277893066,6.000383377075195,0.19153725699545165,0.01830291748046875,-1.0,10.5,-5.718227926987826
2.3299999237060547,5.989750862121582,6.000540733337402,0.21391592431011827,0.018052101135253906,-1.0,10.5,-5.263801801444277
2.3399999141693115,5.9874067306518555,6.000677585601807,0.23529084764809025,0.017632484436035156,-1.0,10.5,-3.7499964237213135
2.3499999046325684,5.9848313331604,6.000791549682617,0.257836447590137,0.017187118530273438,-1.0,10.5,-1.9130643076944756
2.359999895095825,5.982040882110596,6.000912666320801,0.27931071888428805,0.016820430755615234,-0.5,10.5,-2.9098935124188756
2.369999885559082,5.979032039642334,6.0010666847229,0.3013433207857903,0.01635265350341797,-0.5,10.5,-1.1596612771363501
2.380000114440918,5.975800514221191,6.001246929168701,0.3237058781679407,0.015848636627197266,-0.5,11.0,-0.36423820678955376
2.390000104904175,5.972349643707275,6.001450061798096,0.34570138537326944,0.015369892120361328,-0.5,11.5,-0.5037716091399655
2.4000000953674316,5.968684196472168,6.001657485961914,0.367131873929231,0.01483774185180664,,11.5,0.0
2.4100000858306885,5.964794158935547,6.0018510818481445,0.38956413169370874,0.014226436614990234,,12.0,2.056368989550874
2.4200000762939453,5.96068000793457,6.0020294189453125,0.4118179508748917,0.014226436614990234,0.5,12.5,-3.7499964237213135
2.4200000762939453,5.9563469886779785,6.002213478088379,0.4336952318538627,0.013506889343261719,0.5,12.5,-3.7499964237213135
2.440000057220459,5.951797008514404,6.002410888671875,0.45543240551208947,0.012522220611572266,0.5,13.0,1.1239122247910789
2.450000047683716,5.947027206420898,6.0026350021362305,0.47751570926064124,0.01196432113647461,1.0,13.5,0.0
2.4600000381469727,5.942036151885986,6.002878665924072,0.49980997905484503,0.01127004623413086,1.0,14.0,3.7499964237213135
2.4600000381469727,5.936827182769775,6.003125190734863,0.5215200714149585,0.01127004623413086,1.0,14.5,3.7499964237213135
2.4800000190734863,5.931393146514893,6.003344535827637,0.5438507138274496,0.010030269622802734,1.5,14.5,4.28319864114137
2.490000009536743,5.925744533538818,6.003550052642822,0.5652364629620904,0.009500503540039062,1.5,15.5,3.1962470498073774
2.490000009536743,5.919870376586914,6.003723621368408,0.5876721970963714,0.009500503540039062,1.5,15.5,3.7499964237213135
2.509999990463257,5.9137773513793945,6.003841400146484,0.6094163732157557,0.008985519409179688,1.5,16.5,-0.6303750396874763
2.5199999809265137,5.907459735870361,6.003900527954102,0.6318117003146778,0.008444786071777344,1.5,16.5,3.8886147604063
2.5299999713897705,5.9009270668029785,6.003930568695068,0.6532759106307606,0.008441925048828125,1.5,17.0,0.0
2.5399999618530273,5.894171237945557,6.003986358642578,0.6756346879038753,0.008511066436767578,1.5,17.5,-3.7499964237213135
2.549999952316284,5.887197017669678,6.004056453704834,0.6974586821210825,0.008573532104492188,1.5,17.5,-5.2237519616946315
2.559999942779541,5.880005836486816,6.004169464111328,0.7192069183903088,0.008472919464111328,1.5,18.5,-2.727268687066035
2.559999942779541,5.872594833374023,6.004328727722168,0.7412850609227026,0.008472919464111328,2.0,18.5,-3.7499964237213135
2.5799999237060547,5.864964008331299,6.004528045654297,0.7634031511244644,0.008269309997558594,2.0,18.5,-2.6075825433040087
2.5899999141693115,5.857116222381592,6.004758358001709,0.7851357040410244,0.0074558258056640625,2.0,19.5,0.0
2.5999999046325684,5.8490495681762695,6.005038738250732,0.8071799299840965,0.006783008575439453,2.5,20.5,3.7499964237213135
2.609999895095825,5.840762615203857,6.00534200668335,0.8292644164651741,0.006077766418457031,2.5,20.5,7.499992847442627
2.619999885559082,5.832259654998779,6.005585193634033,0.850644396530216,0.005280971527099609,2.5,21.5,9.311449005064745
2.630000114440918,5.823531150817871,6.0057244300842285,0.8729652762337654,0.004843235015869141,2.5,21.5,4.144279879057609
2.640000104904175,5.8145880699157715,6.005736351013184,0.8943201985706719,0.004685878753662109,2.5,23.0,3.7499964237213135
2.6500000953674316,5.805426597595215,6.005632400512695,0.9162201951692166,0.004918575286865234,2.5,23.5,0.0
2.6500000953674316,5.796053409576416,6.005410194396973,0.9375826878308575,0.004918575286865234,2.0,23.5,0.0
2.6700000762939453,5.786459445953369,6.005168914794922,0.9597406325481856,0.006129264831542969,2.0,23.5,-7.499992847442627
2.6700000762939453,5.776642322540283,6.004961967468262,0.9819379287805488,0.006129264831542969,2.0,24.5,-7.499992847442627
